<MATCH_ID> 25724 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27819 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27819 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27819 <TEAM> JTEKT STINGS <SET> 4 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27823 <TEAM> JT Thunders HIROSHIMA <SET> 0 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 27823 <TEAM> JT Thunders HIROSHIMA <SET> 1 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 27823 <TEAM> JT Thunders HIROSHIMA <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 27828 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27828 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27828 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27829 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27829 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27829 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27829 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27840 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27840 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27840 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27841 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27841 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27841 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27847 <TEAM> JT Thunders HIROSHIMA <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 27847 <TEAM> JT Thunders HIROSHIMA <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27854 <TEAM> SUNTORY Sunbirds <SET> 0 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 27854 <TEAM> SUNTORY Sunbirds <SET> 1 <VALUE> 5 <PERM> ('S', 'MB', 'OH', 'O', 'MB', 'OH')
<MATCH_ID> 27854 <TEAM> SUNTORY Sunbirds <SET> 2 <VALUE> 5 <PERM> ('S', 'MB', 'OH', 'O', 'MB', 'OH')
<MATCH_ID> 27853 <TEAM> SAKAI Blazers <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 27855 <TEAM> SUNTORY Sunbirds <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 27855 <TEAM> SUNTORY Sunbirds <SET> 1 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 27855 <TEAM> SUNTORY Sunbirds <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 27857 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28249 <TEAM> SUNTORY Sunbirds <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28249 <TEAM> SUNTORY Sunbirds <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28249 <TEAM> SUNTORY Sunbirds <SET> 4 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28249 <TEAM> SAKAI Blazers <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28249 <TEAM> SAKAI Blazers <SET> 4 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28996 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28996 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28996 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28987 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28987 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28987 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28997 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28997 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28997 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28988 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28988 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('S', 'MB', 'OH', 'O', 'MB', 'OH')
<MATCH_ID> 28450 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28450 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28450 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28451 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28451 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28451 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28460 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28460 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28460 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28460 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28462 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28462 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28461 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28461 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28461 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28470 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28470 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28470 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28470 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28472 <TEAM> NIPPON STEEL SAKAI BLAZERS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28479 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28479 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28479 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28471 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28471 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 28471 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28471 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28477 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28482 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28482 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28482 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28482 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28483 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28483 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28483 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28496 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28496 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28496 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28496 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28498 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28498 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28498 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28498 <TEAM> VC NAGANO TRIDENTS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28497 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28497 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 28497 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28497 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28499 <TEAM> VC NAGANO TRIDENTS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28499 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28499 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28499 <TEAM> VC NAGANO TRIDENTS <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28504 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28504 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28504 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28504 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28509 <TEAM> WOLFDOGS NAGOYA <SET> 4 <VALUE> 5 <PERM> ('S', 'MB', 'OH', 'O', 'MB', 'OH')
<MATCH_ID> 28505 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28505 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28505 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28505 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28518 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28518 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28518 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28519 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28519 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28519 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28519 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28517 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28517 <TEAM> Tokyo Great Bears <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28517 <TEAM> Tokyo Great Bears <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28517 <TEAM> Tokyo Great Bears <SET> 3 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28520 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28520 <TEAM> Tokyo Great Bears <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28520 <TEAM> Tokyo Great Bears <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28521 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28521 <TEAM> Tokyo Great Bears <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28521 <TEAM> Tokyo Great Bears <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28522 <TEAM> SUNTORY Sunbirds <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28522 <TEAM> SUNTORY Sunbirds <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28522 <TEAM> SUNTORY Sunbirds <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28522 <TEAM> SUNTORY Sunbirds <SET> 3 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28522 <TEAM> SUNTORY Sunbirds <SET> 4 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28523 <TEAM> SUNTORY Sunbirds <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28523 <TEAM> SUNTORY Sunbirds <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28523 <TEAM> SUNTORY Sunbirds <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28524 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28524 <TEAM> Tokyo Great Bears <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28524 <TEAM> Tokyo Great Bears <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28524 <TEAM> Tokyo Great Bears <SET> 3 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28525 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28525 <TEAM> Tokyo Great Bears <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28525 <TEAM> Tokyo Great Bears <SET> 2 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28530 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28530 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28530 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28530 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28531 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28531 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('S', 'MB', 'OH', 'O', 'MB', 'OH')
<MATCH_ID> 28531 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28531 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28533 <TEAM> VOREAS <SET> 2 <VALUE> 4 <PERM> ('OH', 'MB', 'S', 'OH', 'MB', 'O')
<MATCH_ID> 28538 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28538 <TEAM> Tokyo Great Bears <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28535 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28535 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28539 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28548 <TEAM> Tokyo Great Bears <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28544 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 28544 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'S', 'MB', 'OH', 'O', 'MB')
<MATCH_ID> 28544 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28567 <TEAM> VC NAGANO TRIDENTS <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28567 <TEAM> VC NAGANO TRIDENTS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28586 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('MB', 'OH', 'S', 'MB', 'OH', 'O')
<MATCH_ID> 28586 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28586 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28586 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28587 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28587 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28587 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28596 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28596 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28592 <TEAM> WOLFDOGS NAGOYA <SET> 0 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28592 <TEAM> WOLFDOGS NAGOYA <SET> 1 <VALUE> 5 <PERM> ('O', 'MB', 'OH', 'S', 'MB', 'OH')
<MATCH_ID> 28597 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28597 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28597 <TEAM> JTEKT STINGS <SET> 2 <VALUE> 5 <PERM> ('MB', 'OH', 'O', 'MB', 'OH', 'S')
<MATCH_ID> 28597 <TEAM> JTEKT STINGS <SET> 3 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28597 <TEAM> JTEKT STINGS <SET> 4 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28602 <TEAM> JTEKT STINGS <SET> 0 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
<MATCH_ID> 28602 <TEAM> JTEKT STINGS <SET> 1 <VALUE> 5 <PERM> ('OH', 'O', 'MB', 'OH', 'S', 'MB')
